Core-index,jlpt ,Vocab-expression,Vocab-kana,Vocab-meaning,Vocab-pos,Sentence-expression,Sentence-kana,Sentence-meaning
3136,JLPT2,編む,あむ,knit,Verb,妹はマフラーを編みました。,いもうと は まふらー を あみました,My younger sister knitted a scarf.
3137,JLPT2,あんまり,あんまり,"(not) that much, (not) so much",Adverb,これはあんまり好きじゃないな。,これ は あんまり すき じゃ ない な,I don't like this so much.
3138,JLPT2,衣服,いふく,"clothes, dress",Noun,彼の会社は衣服を扱っているよ。,かれ の かいしゃ は いふく を あつかって いる よ,His company deals with clothing.
3139,JLPT0,外来語,がいらいご,"loanword, foreign word",Noun,外来語は一般にカタカナで書かれます。,がいらいご は いっぱんに かたかな で かかれます,"In general, loan words are written in katakana."
3140,JLPT0,学費,がくひ,"school expenses, tuition",Noun,彼はアルバイトをして学費を稼いだんだ。,かれ は あるばいと を して がくひ を かせいだ ん だ 。,He worked part-time to earn his tuition money.
3141,JLPT2,記入,きにゅう,"entry, record",Verbal Noun,こちらにお名前をご記入ください。,こちら に おなまえ を ご きにゅう ください,Please fill in your name here.
3142,JLPT1,強烈,きょうれつ,"intense, severe",Adjective,彼女は強烈な個性の持ち主ですよ。,かのじょ は きょうれつ な こせい の もちぬし です よ,She has a very strong personality.
3143,JLPT0,爽やか,さわやか,"refreshing, clear",Adjective,レモンの爽やかな香りがした。,れもん の さわやか な かおり が した,There was the fresh smell of lemon.
3144,JLPT2,実例,じつれい,"example, instance",Noun,実例を使って説明してください。,じつれい を つかって せつめい して ください,Please explain by using an actual example.
3145,JLPT2,障子,しょうじ,paper sliding-door,Noun,猫が障子を破った。,ねこ が しょうじ を やぶった,The cat tore the paper sliding door.
3146,JLPT2,育児,いくじ,"childcare, child-raising",Noun,彼女は育児で忙しいよ。,かのじょ は いくじ で いそがしい よ,She is busy looking after her children.
3147,JLPT1,打ち明ける,うちあける,"confide in, reveal",Verb,親友に悩みを打ち明けたの。,しんゆう に なやみ を うちあけた の,I confessed my concerns to my best friend.
3148,JLPT2,羨ましい,うらやましい,"envious, envy",Adjective,彼の才能は羨ましい程だね。,かれ の さいのう は うらやましい ほど だ ね,I almost envy his talent.
3149,JLPT2,運,うん,"fortune, fate",Noun,彼は運のいい男です。,かれ は うん の いい おとこ です,He is a lucky man.
3150,JLPT1,落ち着き,おちつき,"presence of mind, composure",Noun,弟は落ち着きが足りません。,おとうと は おちつき が たりません,My little brother is too restless.
3151,JLPT0,会費,かいひ,"fee, membership fee",Noun,会費が少し高いね。,かいひ が すこし たかい ね,The fee is a little high.
3152,JLPT2,確率,かくりつ,"probability, rate",Noun,天気予報は当たる確率が高くなりましたね。,てんき よほう は あたる かくりつ が たかく なりました ね,The chance that the weather forecast is right has increased.
3153,JLPT1,合唱,がっしょう,chorus,Verbal Noun,私たちは校歌を合唱したの。,わたしたち は こうか を がっしょう した の,We sang the school song in chorus.
3154,JLPT0,帰省,きせい,homecoming,Verbal Noun,来週、帰省します。,らいしゅう きせい します,I will go home next week.
3155,JLPT2,休業,きゅうぎょう,"suspension of business, closure",Verbal Noun,明日は臨時に休業します。,あした は りんじ に きゅうぎょう します,We'll be temporarily closed tomorrow.
3156,JLPT2,形容詞,けいようし,adjective,Noun,「大きい」は形容詞です。,おおきい は けいようし です,Large is an adjective.
3157,JLPT1,好意,こうい,"favor, affection",Noun,彼は彼女に好意をもっています。,かれ は かのじょ に こうい を もって います,He has affections for her.
3158,JLPT2,紅葉,こうよう,"autumn leaves, crimson foliage",Verbal Noun,この山は紅葉がとても美しい。,この やま は こうよう が とても うつくしい,The autumn leaves on this mountain are very beautiful.
3159,JLPT2,消防,しょうぼう,"fire fighting, fire prevention",Noun,消防士は勇敢でなければならない。,しょうぼうし は ゆうかん で なけれ ば ならない,Fire fighters must be brave.
3160,JLPT2,食欲,しょくよく,appetite,Noun,今日は食欲がありません。,きょう は しょくよく が ありません,I have no appetite today.
3161,JLPT1,紳士,しんし,gentleman,Noun,身なりのいい紳士が話しかけてきたの。,みなり の いい しんし が はなしかけて きた の,A well-dressed gentleman spoke to me.
3162,JLPT1,真実,しんじつ,"truth, reality",Noun,真実は一つです。,しんじつ は ひとつ です,There is one truth.
3163,JLPT1,救い,すくい,"rescue, relief",Noun,娘の存在が私の救いでした。,むすめ の そんざい が わたし の すくい でした,My daughter's existence saved me.
3164,JLPT0,砂浜,すなはま,"sandy beach, sands",Noun,朝早く砂浜を散歩しました。,あさ はやく すなはま を さんぽ しました,I strolled on the beach early in the morning.
3165,JLPT0,悪用,あくよう,"abuse, misuse",Noun,彼は地位を悪用しています。,かれ は ちい を あくよう して います,He is abusing his position.
3166,JLPT0,囲碁,いご,"game of ""go""",Noun,彼の趣味は囲碁です。,かれ の しゅみ は いご です,His hobby is playing Go.
3167,JLPT3,うるさい,うるさい,"noisy, bothersome",Adjective,あまりうるさく言わないで下さい。,あまり うるさく いわない で ください,Don't nag me so much.
3168,JLPT2,驚かす,おどろかす,"surprise, amaze",Verb,あなたを驚かす話があります。,あなた を おどろかす はなし が あります,I have a story that will surprise you.
3169,JLPT2,親指,おやゆび,thumb,Noun,親指を怪我しました。,おやゆび を けがしました,I injured my thumb.
3170,JLPT2,カーブ,カーブ,"curve, bend",Verbal Noun,このカーブは気をつけて。,この かーぶ は き を つけて,Be careful on this curve.
3171,JLPT1,ガイド,ガイド,guide,Verbal Noun,ガイドつきの旅行を申し込んだの。,がいど つき の りょこう を もうしこんだ の,I signed up for a conducted tour.
3172,JLPT0,かえる,かえる,frog,Noun,田んぼの中でかえるが合唱している。,たんぼ の なか で かえる が がっしょう している 。,Frogs in the rice field are croaking in chorus.
3173,JLPT2,各自,かくじ,"each one, every individual",Noun,ごみは各自で持ち帰ってください。,ごみ は かくじ で もちかえって ください,Please take your own garbage home.
3174,JLPT2,賢い,かしこい,"wise, smart",Adjective,彼は冷静で賢い男だね。,かれ は れいせい で かしこい おとこ だ ね,"He is a calm, wise man."
3175,JLPT0,聞かす,きかす,"tell, read aloud",Verb,子供に昔話を聞かせてあげたの。,こども に むかしばなし を きかせてあげた の 。,I read a story to the children.
3176,JLPT0,利く,きく,"work, function",Verb,彼女は気が利いている。,かのじょ は き が きいて いる,She's very thoughtful.
3177,JLPT1,期日,きじつ,"date, due date",Noun,代金を期日までにお支払いください。,だいきん を きじつ まで に おしはらい ください,Please pay the charge by the due date.
3178,JLPT0,共産主義,きょうさんしゅぎ,Communism,Noun,その国は共産主義の国だよ。,その くに は きょうさんしゅぎ の くに だ よ,That country is a Communist nation.
3179,JLPT0,苦しめる,くるしめる,"torment, trouble",Verb,強い日差しが選手たちを苦しめたの。,つよい ひざし が せんしゅたち を くるしめた の,The strong sunlight troubled the athletes.
3180,JLPT0,県立,けんりつ,prefectural,Noun,彼は県立の高校に通っているよ。,かれ は けんりつ の こうこう に かよって いる よ,He goes to the prefectural high school.
3181,JLPT2,骨折,こっせつ,"fracture, broken bone",Verbal Noun,彼女はスキーで足を骨折したの。,かのじょ は すきー で あし を こっせつ した の,She fractured her foot while skiing.
3182,JLPT2,転がる,ころがる,"roll over, tumble",Verb,猫は砂の上で転がったんだ。,ねこ は すな の うえ で ころがった ん だ,The cat rolled over on the sand.
3183,JLPT2,在学,ざいがく,attendance at school,Verbal Noun,姉は大学に在学しています。,あね は だいがく に ざいがく して います,My elder sister studies at university.
3184,JLPT2,湿度,しつど,humidity,Noun,日本の夏は湿度が高いです。,にほん の なつ は しつど が たかい です,Humidity is high during summers in Japan.
